,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
103,2019,9,16,월,ARP3,ARP1,L,L1718,D,12:45,0.0,0.0001643888343193091
104,2019,9,16,월,ARP1,ARP3,L,L1728,A,18:15,0.0,0.0007744405165475917
105,2019,9,16,월,ARP3,ARP1,L,L1728,D,17:05,0.0,0.002798130235419228
106,2019,9,16,월,ARP3,ARP4,L,L1807,A,17:30,0.0,0.00013597623842685205
107,2019,9,16,월,ARP4,ARP3,L,L1807,D,16:25,0.0,0.00025859314029497317
108,2019,9,16,월,ARP1,ARP4,B,B1850,A,21:00,0.0,0.000648172149643799
109,2019,9,16,월,ARP4,ARP1,B,B1850,D,20:05,0.0,0.25051309393773236
110,2019,9,16,월,ARP1,ARP5,J,J1607,A,13:10,0.0,0.0006213851143386873
111,2019,9,16,월,ARP5,ARP1,J,J1607,D,12:10,0.0,0.00024706481288678655
112,2019,9,16,월,ARP5,ARP1,J,J1608,A,14:50,0.0,0.0006029663518070734
113,2019,9,16,월,ARP1,ARP5,J,J1608,D,13:50,0.0,0.0006499315188621061
114,2019,9,16,월,ARP8,ARP1,A,A1703,A,10:30,0.0,0.0003411784937080428
115,2019,9,16,월,ARP1,ARP8,A,A1703,D,9:35,0.0,0.0002833830427393628
116,2019,9,16,월,ARP9,ARP1,J,J1334,A,9:40,0.0,0.039382858908103904
117,2019,9,16,월,ARP1,ARP9,J,J1334,D,8:40,0.0,0.2327066823474262
118,2019,9,16,월,ARP1,ARP5,J,J1609,A,16:30,0.0,0.0009118914275150344
119,2019,9,16,월,ARP5,ARP1,J,J1609,D,15:30,0.0,0.00018023043697441013
120,2019,9,16,월,ARP5,ARP1,J,J1610,A,18:10,0.0,0.0005345765892632012
121,2019,9,16,월,ARP1,ARP5,J,J1610,D,17:10,0.0,0.00027532905116086254
122,2019,9,16,월,ARP1,ARP8,A,A1704,A,11:55,0.0,0.0004017022688193525
123,2019,9,16,월,ARP8,ARP1,A,A1704,D,11:00,0.0,0.0003255791779495528
124,2019,9,16,월,ARP1,ARP5,J,J1611,A,19:50,0.0,0.0006413427489488898
125,2019,9,16,월,ARP5,ARP1,J,J1611,D,18:50,0.0,0.00017343586385435163
126,2019,9,16,월,ARP8,ARP1,A,A1707,A,16:50,0.0,0.00029382120694254713
127,2019,9,16,월,ARP1,ARP8,A,A1707,D,16:00,0.0,0.0006201961217803816
128,2019,9,16,월,ARP1,ARP8,A,A1708,A,18:10,0.0,0.00018097804773287225
129,2019,9,16,월,ARP8,ARP1,A,A1708,D,17:20,0.0,0.0001620987308848427
130,2019,9,16,월,ARP9,ARP1,J,J1336,A,18:10,0.0,0.0004942349188680978
131,2019,9,16,월,ARP1,ARP9,J,J1336,D,17:10,0.0,0.00027313470109804563
132,2019,9,16,월,ARP5,ARP1,J,J1612,A,21:05,0.0,0.00016264686860725824
133,2019,9,16,월,ARP1,ARP5,J,J1612,D,20:05,0.0,0.005815571285779363
134,2019,9,16,월,ARP9,ARP1,A,A1733,A,13:30,0.0,0.001788223209113348
135,2019,9,16,월,ARP1,ARP9,A,A1733,D,12:35,0.0,0.00022463664458403977
136,2019,9,16,월,ARP1,ARP9,J,J1337,A,19:50,0.0,0.000556640851146237
137,2019,9,16,월,ARP9,ARP1,J,J1337,D,18:50,0.0,0.00016184626896356973
138,2019,9,16,월,ARP12,ARP1,J,J1634,A,7:50,0.0,0.00041475829019989535
139,2019,9,16,월,ARP1,ARP12,J,J1634,D,6:50,0.0,0.00036701740518684943
140,2019,9,16,월,ARP1,ARP12,J,J1635,A,9:25,0.0,0.00105003394843647
141,2019,9,16,월,ARP12,ARP1,J,J1635,D,8:25,0.0,0.0004584472580663416
142,2019,9,16,월,ARP1,ARP9,A,A1734,A,15:00,0.0,0.0005931740165110565
143,2019,9,16,월,ARP9,ARP1,A,A1734,D,14:05,0.0,0.0002402131114590652
144,2019,9,16,월,ARP5,ARP1,B,B1891,A,8:10,0.0,0.0006834387125133915
145,2019,9,16,월,ARP1,ARP5,B,B1891,D,7:10,0.0,0.0003092720518386712
146,2019,9,16,월,ARP12,ARP1,J,J1636,A,19:30,0.0,0.0026544859841241934
147,2019,9,16,월,ARP1,ARP12,J,J1636,D,18:30,0.0,0.0016494057349815188
148,2019,9,16,월,ARP9,ARP1,A,A1735,A,17:15,0.0,0.0018499917714241952
149,2019,9,16,월,ARP1,ARP9,A,A1735,D,16:20,0.0,0.00019034021389997013
150,2019,9,16,월,ARP1,ARP5,B,B1892,A,13:35,0.0,0.0003691120373084433
151,2019,9,16,월,ARP5,ARP1,B,B1892,D,12:35,0.0,0.0038256939358258454
152,2019,9,16,월,ARP1,ARP9,A,A1736,A,18:45,0.0,0.00114231058527987
153,2019,9,16,월,ARP9,ARP1,A,A1736,D,17:50,0.0,0.00020310277938613832
154,2019,9,16,월,ARP11,ARP1,J,J1538,A,16:45,0.0,7.857381624430207e-05
155,2019,9,16,월,ARP1,ARP11,J,J1538,D,15:50,0.0,0.0002696238037389545
156,2019,9,16,월,ARP1,ARP12,J,J1637,A,21:05,0.0,0.002207863148105607
157,2019,9,16,월,ARP12,ARP1,J,J1637,D,20:05,0.0,0.0006577418213883327
158,2019,9,16,월,ARP5,ARP1,B,B1893,A,15:15,0.0,0.001871278319517857
159,2019,9,16,월,ARP1,ARP5,B,B1893,D,14:15,0.0,0.0003087709895007841
160,2019,9,16,월,ARP1,ARP11,J,J1539,A,18:20,0.0,0.0009307873958236871
161,2019,9,16,월,ARP11,ARP1,J,J1539,D,17:25,0.0,0.00014861204842764179
162,2019,9,16,월,ARP1,ARP5,B,B1894,A,21:00,1.0,0.9988031747166602
163,2019,9,16,월,ARP5,ARP1,B,B1894,D,20:00,1.0,0.9979222417228112
164,2019,9,16,월,ARP1,ARP5,J,J1605,A,9:50,0.0,0.00024414976973165947
165,2019,9,16,월,ARP5,ARP1,J,J1605,D,8:50,0.0,0.0005320960621569862
166,2019,9,16,월,ARP5,ARP1,J,J1606,A,11:30,0.0,0.0005594349105000957
167,2019,9,16,월,ARP1,ARP5,J,J1606,D,10:30,0.0,0.0002568771817578779
168,2019,9,16,월,ARP2,ARP15,A,A1533,A,7:30,0.0,9.672128360020002e-05
169,2019,9,16,월,ARP15,ARP2,A,A1533,D,6:30,0.0,0.00021411288125018326
170,2019,9,16,월,ARP1,ARP2,B,B1800,A,7:55,0.0,0.001403803342756823
171,2019,9,16,월,ARP2,ARP1,B,B1800,D,7:00,0.0,0.00020471341849915577
172,2019,9,16,월,ARP1,ARP2,B,B1816,A,15:55,0.0,0.0009857919709889613
173,2019,9,16,월,ARP2,ARP1,B,B1816,D,15:00,0.0,0.0005708654049611949
174,2019,9,16,월,ARP2,ARP1,B,B1829,A,21:35,0.0,0.0004955198098102475
175,2019,9,16,월,ARP1,ARP2,B,B1829,D,20:30,0.0,0.00021035627343464806
176,2019,9,16,월,ARP2,ARP1,J,J1108,A,10:05,0.0,0.00024585101727872446
177,2019,9,16,월,ARP1,ARP2,J,J1108,D,9:00,0.0,0.00025198714009774836
178,2019,9,16,월,ARP2,ARP1,J,J1114,A,13:05,0.0,0.0003563040223768122
179,2019,9,16,월,ARP1,ARP2,J,J1114,D,12:00,0.0,0.0002588608788002435
180,2019,9,16,월,ARP1,ARP2,J,J1127,A,20:40,0.0,0.0005240959712327199
181,2019,9,16,월,ARP2,ARP1,J,J1127,D,19:40,0.0,0.00025583810771331726
182,2019,9,16,월,ARP15,ARP2,J,J1411,A,17:40,0.0,0.000781627736586941
183,2019,9,16,월,ARP2,ARP15,J,J1411,D,16:30,0.0,0.0002401426012324
184,2019,9,16,월,ARP1,ARP2,B,B1802,A,8:55,0.0,0.0003044036117366507
185,2019,9,16,월,ARP2,ARP1,B,B1802,D,8:00,0.0,0.0003588306633950467
186,2019,9,16,월,ARP2,ARP1,B,B1817,A,15:25,0.0,0.00010670331864170877
187,2019,9,16,월,ARP1,ARP2,B,B1817,D,14:30,0.0,0.00022837742253781817
188,2019,9,16,월,ARP1,ARP2,J,J1109,A,11:40,0.0,0.0004575509009296018
189,2019,9,16,월,ARP1,ARP2,J,J1115,A,14:40,0.0,0.00029826545444565833
190,2019,9,16,월,ARP2,ARP1,J,J1115,D,13:40,0.0,0.000295761800083858
191,2019,9,16,월,ARP2,ARP1,J,J1128,A,20:05,1.0,0.9984616520189104
192,2019,9,16,월,ARP1,ARP2,J,J1128,D,19:00,0.0,0.00034515297320535354
193,2019,9,16,월,ARP2,ARP10,M,M1351,A,14:30,1.0,0.5
194,2019,9,16,월,ARP10,ARP2,M,M1351,D,13:40,1.0,0.5
195,2019,9,16,월,ARP2,ARP1,J,J1116,A,14:05,0.0,0.0005200359932111246
196,2019,9,16,월,ARP1,ARP2,J,J1116,D,13:00,0.0,0.00027844532095224774
197,2019,9,16,월,ARP10,ARP2,M,M1352,A,16:05,1.0,0.5
198,2019,9,16,월,ARP2,ARP10,M,M1352,D,15:05,1.0,0.5
199,2019,9,16,월,ARP15,ARP2,A,A1534,A,17:00,0.0,0.0004037189396570499
200,2019,9,16,월,ARP2,ARP15,A,A1534,D,16:05,0.0,0.0020473593705272243
201,2019,9,16,월,ARP2,ARP1,B,B1803,A,8:25,1.0,0.9983197705628696
202,2019,9,16,월,ARP1,ARP2,B,B1803,D,7:30,1.0,0.9976991982123737
203,2019,9,16,월,ARP1,ARP2,B,B1818,A,16:55,0.0,0.00013691248039788463
204,2019,9,16,월,ARP2,ARP1,B,B1818,D,16:00,0.0,0.0003633112435174803
205,2019,9,16,월,ARP1,ARP2,B,B1804,A,9:55,1.0,0.9991525219353838
206,2019,9,16,월,ARP2,ARP1,B,B1804,D,9:00,1.0,0.9994563261363681
207,2019,9,16,월,ARP2,ARP1,B,B1819,A,16:25,0.0,0.0001167913218744167
208,2019,9,16,월,ARP1,ARP2,B,B1819,D,15:30,0.0,0.00024239579681292783
209,2019,9,16,월,ARP1,ARP2,J,J1117,A,15:40,0.0,0.000558414920611482
210,2019,9,16,월,ARP2,ARP1,J,J1117,D,14:40,0.0,0.00021523278389028506
211,2019,9,16,월,ARP2,ARP1,B,B1805,A,9:25,0.0,0.00017501946818927554
212,2019,9,16,월,ARP1,ARP2,B,B1805,D,8:30,0.0,0.0016276854956817678
213,2019,9,16,월,ARP1,ARP2,B,B1820,A,17:55,0.0,0.0006981420909706073
214,2019,9,16,월,ARP2,ARP1,B,B1820,D,17:00,0.0,0.0009838760005001525
215,2019,9,16,월,ARP2,ARP1,J,J1118,A,15:05,0.0,0.00020182408795658684
216,2019,9,16,월,ARP1,ARP2,J,J1118,D,14:00,0.0,0.0006624976698909388
217,2019,9,16,월,ARP1,ARP2,B,B1806,A,10:55,0.0,0.0005098786901512897
218,2019,9,16,월,ARP2,ARP1,B,B1806,D,10:00,0.0,0.00022212868121757365
219,2019,9,16,월,ARP2,ARP1,B,B1821,A,17:25,0.0,0.0006439073741472629
220,2019,9,16,월,ARP1,ARP2,B,B1821,D,16:30,0.0,0.0005609330404814436
221,2019,9,16,월,ARP1,ARP2,J,J1119,A,16:40,0.0,0.000289530078289022
222,2019,9,16,월,ARP2,ARP1,J,J1119,D,15:40,0.0,0.00020066933527299055
223,2019,9,16,월,ARP1,ARP2,J,J1129,A,21:40,0.0,0.0027508835070401837
224,2019,9,16,월,ARP2,ARP1,J,J1129,D,20:40,0.0,0.0036811360198756296
225,2019,9,16,월,ARP2,ARP1,J,J1130,A,21:05,0.0,0.0021538695754475296
226,2019,9,16,월,ARP1,ARP2,J,J1130,D,20:00,0.0,0.0002275811269323998
227,2019,9,16,월,ARP2,ARP1,B,B1807,A,10:25,0.0,0.0005888219934363807
228,2019,9,16,월,ARP1,ARP2,B,B1807,D,9:30,0.0,0.00025937293257105457
229,2019,9,16,월,ARP2,ARP1,J,J1120,A,16:05,0.0,0.000930329772296074
230,2019,9,16,월,ARP1,ARP2,J,J1120,D,15:00,0.0,0.0002615023637347725
231,2019,9,16,월,ARP2,ARP15,J,J1404,A,9:30,0.0,0.00048771019578676227
232,2019,9,16,월,ARP15,ARP2,J,J1404,D,8:25,0.0,0.0002471886218539402
233,2019,9,16,월,ARP1,ARP2,B,B1822,A,18:55,0.0,0.0006040251377214161
234,2019,9,16,월,ARP2,ARP1,B,B1822,D,18:00,0.0,0.0002357644036807295
235,2019,9,16,월,ARP15,ARP2,J,J1405,A,8:10,0.0,0.0006885771704336445
236,2019,9,16,월,ARP2,ARP15,J,J1405,D,7:05,0.0,0.0004344502941193661
237,2019,9,16,월,ARP1,ARP2,B,B1808,A,11:55,0.0,0.00033066292686776165
238,2019,9,16,월,ARP2,ARP1,B,B1808,D,11:00,0.0,0.00022312395369185356
239,2019,9,16,월,ARP2,ARP1,B,B1823,A,18:25,0.0,0.00015388132593336046
240,2019,9,16,월,ARP1,ARP2,B,B1823,D,17:30,0.0,0.0006061759878561071
241,2019,9,16,월,ARP1,ARP2,J,J1121,A,17:40,0.0,0.0030748556212014866
242,2019,9,16,월,ARP2,ARP1,J,J1121,D,16:40,0.0,0.0005551169605703862
243,2019,9,16,월,ARP2,ARP1,B,B1809,A,11:25,1.0,0.999000316173403
244,2019,9,16,월,ARP1,ARP2,B,B1809,D,10:30,1.0,0.9990659105446444
245,2019,9,16,월,ARP1,ARP2,B,B1824,A,19:55,0.0,0.0009259818020347092
246,2019,9,16,월,ARP2,ARP1,B,B1824,D,19:00,0.0,0.00022332416182469368
247,2019,9,16,월,ARP1,ARP2,J,J1103,A,8:00,0.0,0.00028429213537391895
248,2019,9,16,월,ARP2,ARP1,J,J1103,D,7:00,0.0,0.0002110538406597585
249,2019,9,16,월,ARP2,ARP1,J,J1109,D,10:40,0.0,0.0002792119735068096
250,2019,9,16,월,ARP2,ARP1,J,J1122,A,17:05,0.0,0.0005902157920238168
251,2019,9,16,월,ARP1,ARP2,J,J1122,D,16:00,0.0,0.000259342565295206
252,2019,9,16,월,ARP2,ARP15,J,J1406,A,19:30,0.0,0.0005788996318859688
253,2019,9,16,월,ARP15,ARP2,J,J1406,D,18:25,0.0,0.0006995940025748679
254,2019,9,16,월,ARP2,ARP1,B,B1811,A,12:25,0.0,0.0004685535871287364
255,2019,9,16,월,ARP1,ARP2,B,B1811,D,11:30,0.0,0.00023195159434117707
256,2019,9,16,월,ARP2,ARP1,B,B1825,A,19:25,0.0,0.0009887228563385054
257,2019,9,16,월,ARP1,ARP2,B,B1825,D,18:30,0.0,0.0002718638521140051
258,2019,9,16,월,ARP2,ARP1,J,J1104,A,8:05,0.0,0.0002450218849784394
259,2019,9,16,월,ARP1,ARP2,J,J1104,D,7:00,0.0,0.00022404419153133762
260,2019,9,16,월,ARP2,ARP1,J,J1110,A,11:05,0.0,0.0007752437462336841
261,2019,9,16,월,ARP1,ARP2,J,J1110,D,10:00,0.0,0.0003146576625439089
262,2019,9,16,월,ARP1,ARP2,J,J1123,A,18:40,0.0,0.00048002095540222495
263,2019,9,16,월,ARP2,ARP1,J,J1123,D,17:40,0.0,0.0002852396103547042
264,2019,9,16,월,ARP15,ARP2,J,J1407,A,11:55,0.0,0.0006588959231780949
265,2019,9,16,월,ARP2,ARP15,J,J1407,D,10:50,0.0,0.00035627346761933463
266,2019,9,16,월,ARP1,ARP2,B,B1812,A,13:55,0.0,0.00077623949975555
267,2019,9,16,월,ARP2,ARP1,B,B1812,D,13:00,0.0,0.00021179176025038065
268,2019,9,16,월,ARP1,ARP2,H,H1207,A,20:25,1.0,0.9987994781947994
269,2019,9,16,월,ARP2,ARP1,H,H1207,D,19:30,1.0,0.9986992571228076
270,2019,9,16,월,ARP1,ARP2,J,J1105,A,9:40,0.0,0.00015668921274938216
271,2019,9,16,월,ARP2,ARP1,J,J1105,D,8:40,0.0,0.03596860415243543
272,2019,9,16,월,ARP1,ARP2,J,J1111,A,12:40,0.0,0.0011267465920263727
273,2019,9,16,월,ARP2,ARP1,J,J1124,A,18:05,0.0,0.0003590266723108353
274,2019,9,16,월,ARP1,ARP2,J,J1124,D,17:00,0.0,0.00021781201436366042
275,2019,9,16,월,ARP2,ARP15,J,J1408,A,18:20,0.0,0.001100895455819829
276,2019,9,16,월,ARP15,ARP2,J,J1408,D,17:15,0.0,0.0014347989496706708
277,2019,9,16,월,ARP1,ARP2,B,B1826,A,20:55,0.0,0.0012157004532171488
278,2019,9,16,월,ARP2,ARP1,B,B1826,D,20:00,0.0,0.000298806524349673
279,2019,9,16,월,ARP2,ARP1,J,J1111,D,11:40,0.0,0.0006958004556503994
280,2019,9,16,월,ARP2,ARP15,A,A1531,A,20:20,1.0,0.9990844366006582
281,2019,9,16,월,ARP15,ARP2,A,A1531,D,19:20,0.0,0.0005427945555491772
282,2019,9,16,월,ARP2,ARP1,B,B1813,A,13:25,0.0,0.00043671257761822193
283,2019,9,16,월,ARP1,ARP2,B,B1813,D,12:30,0.0,0.0005093869446837938
284,2019,9,16,월,ARP2,ARP1,B,B1827,A,20:25,0.0,0.0008482837833624521
285,2019,9,16,월,ARP1,ARP2,B,B1827,D,19:30,0.0,0.00046411667082667273
286,2019,9,16,월,ARP2,ARP1,H,H1208,A,21:05,0.0,0.0006722910907461387
287,2019,9,16,월,ARP1,ARP2,H,H1208,D,19:50,1.0,0.9990360908967796
288,2019,9,16,월,ARP2,ARP1,J,J1106,A,9:05,0.0,0.00024618137486067895
289,2019,9,16,월,ARP1,ARP2,J,J1106,D,8:00,0.0,0.00023879283182488118
290,2019,9,16,월,ARP2,ARP1,J,J1112,A,12:05,0.0,0.0004554280024404405
291,2019,9,16,월,ARP1,ARP2,J,J1112,D,11:00,0.0,0.00025235960335195446
292,2019,9,16,월,ARP1,ARP2,J,J1125,A,19:40,0.0,0.000472782399532316
293,2019,9,16,월,ARP2,ARP1,J,J1125,D,18:40,0.0,0.00018667564785215696
294,2019,9,16,월,ARP15,ARP2,J,J1409,A,14:35,0.0,0.0006564992588769463
295,2019,9,16,월,ARP2,ARP15,J,J1409,D,13:30,0.0,0.0005299422515729607
296,2019,9,16,월,ARP2,ARP15,J,J1410,A,20:40,0.0,0.0006823550195137545
297,2019,9,16,월,ARP15,ARP2,J,J1410,D,19:35,0.0,0.0016101195674822978
